conversation_id_str;created_at;favorite_count;full_text;id_str;image_url;in_reply_to_screen_name;lang;location;quote_count;reply_count;retweet_count;tweet_url;user_id_str;username
1,73E+18;Tue Dec 12 22:15:43 +0000 2023;0;@ganjarpranowo @ArsjadRasjid @mohmahfudmd Emang keren banget nih produknya. Wajib dilarisin gess;1,73E+18;;ganjarpranowo;in;;0;0;0;https://twitter.com/annitameca/status/1734698571952496659;1,72E+18;annitameca
1,73E+18;Tue Dec 12 22:15:40 +0000 2023;0;@Gus_Raharjo @ganjarpranowo yang selalu saya kagumi dari pak ganjar dia selalu konsisten dan ketegasannya dalam bertugas tidak pernah kendor dia sosok yang sangat baik;1,73E+18;;Gus_Raharjo;in;;0;0;0;https://twitter.com/manukarir21010/status/1734698561257033883;1,71E+18;manukarir21010
1,73E+18;Tue Dec 12 22:15:34 +0000 2023;1;Ganjar berbicara terkait data ICW yang mencerminkan adanya kerugian sekitar 230 triliun dalam sepuluh tahun terakhir akibat tindakan korupsi. #bersamaGAMA #ganjarpranowojos #ganjarpranowo #mahfudmd #ganjarmahfud2024 #salamtigajari #pastiganjar #politikbermartabat #debatcapres https://t.co/P2FTxgFsYR;1,73E+18;https://pbs.twimg.com/media/GBLiwVWaAAAh8UG.jpg;;in;;0;0;0;https://twitter.com/gpjos_/status/1734698535227138459;1,41E+18;gpjos_
1,73E+18;Tue Dec 12 22:15:09 +0000 2023;0;@Gus_Raharjo @ganjarpranowo Pak Ganjar selalu sederhana dalam hal apapun tapi dibalik itu semua beliau merupakan harapan baru untuk rakyat;1,73E+18;;Gus_Raharjo;in;;0;0;0;https://twitter.com/Petruk835691/status/1734698429656555904;1,71E+18;Petruk835691
1,73E+18;Tue Dec 12 22:15:04 +0000 2023;0;@ganjarpranowo Mau donk sepatu Bapak hee;1,73E+18;;ganjarpranowo;in;;0;0;0;https://twitter.com/DikadesC/status/1734698410421416414;1,54E+18;DikadesC
1,73E+18;Tue Dec 12 22:15:03 +0000 2023;0;@NoviBudi78 @aniesbaswedan @ganjarpranowo @prabowo Cobalah lihat...hasil debat..bukanya si Tua prabowo terkena pukulan telak...malu lagi...lo..@NoviBudi78 sudahlah biarkan saja mereka bertiga bertarung..lihat hasilnya;1,73E+18;;NoviBudi78;in;;0;0;0;https://twitter.com/HertantoAri/status/1734698406550094123;7,05E+17;HertantoAri
1,73E+18;Tue Dec 12 22:15:02 +0000 2023;0;@ganjarpranowo senyum pak ganjar tu srlalu bisa buat orang orang di sekitarnya ikut tersenyum;1,73E+18;;ganjarpranowo;in;;0;0;0;https://twitter.com/EricMiller74313/status/1734698399512002595;1,72E+18;EricMiller74313
1,73E+18;Tue Dec 12 22:15:00 +0000 2023;1;Debat Capres 2023 Ruhut Sitompul Beri Ganjar Pranowo Nilai 9 https://t.co/KUAnVNL2xR;1,73E+18;;;in;Jakarta;0;2;0;https://twitter.com/okezonenews/status/1734698391958142992;47274731;okezonenews
1,73E+18;Tue Dec 12 22:14:56 +0000 2023;159;Usai debat capres Ganjar Pranowo samperin Siti Atikoh dan Alam Ganjar Dibalik kelancaran debat ada doa istri dan anak https://t.co/PMPpCyHwsL;1,73E+18;https://pbs.twimg.com/ext_tw_video_thumb/1734698334059925504/pu/img/58NlhdCFtFFovZyb.jpg;;in;Ahokers 🤟🤟🤟;2;5;21;https://twitter.com/akupadi5/status/1734698377349357735;1,25E+18;akupadi5
1,73E+18;Tue Dec 12 22:14:51 +0000 2023;0;@Indonesia_Pedia @ganjarpranowo Pak Ganjar yang paling bisa akan bisa menghandle semuanya #GanjarSikatKorupsi;1,73E+18;;Indonesia_Pedia;in;;0;0;0;https://twitter.com/xowomo286092/status/1734698354062631064;1,71E+18;xowomo286092
1,73E+18;Tue Dec 12 22:14:37 +0000 2023;0;@Gus_Raharjo @ganjarpranowo yang selalu saya kagumi dari pak ganjar dia selalu konsisten dan ketegasannya dalam bertugas tidak pernah kendor dia sosok yang sangat baik;1,73E+18;;Gus_Raharjo;in;;0;0;0;https://twitter.com/Ayana7163758560/status/1734698296701300891;1,70E+18;Ayana7163758560
1,73E+18;Tue Dec 12 22:14:37 +0000 2023;1;@ayaheh_shezha @ganjarpranowo Problem etika dan moral saat jadi cawapres ...emosi terpendam menghantui nurani ... Etika dan tata Krama organisasi juga dilanggar demi berkuasa ;1,73E+18;;ayaheh_shezha;in;Indonesia;0;0;0;https://twitter.com/DobelMino/status/1734698296256635011;1,49E+18;DobelMino
1,73E+18;Tue Dec 12 22:14:36 +0000 2023;0;@Gus_Raharjo @ganjarpranowo Selalu konsisten dan tidak mencla-mencle dalam memberantas korupsi salah satu sikap tegas Pak Ganjar;1,73E+18;;Gus_Raharjo;in;;0;0;0;https://twitter.com/AdisonHays35692/status/1734698293391970720;1,70E+18;AdisonHays35692
1,73E+18;Tue Dec 12 22:14:32 +0000 2023;0;@ganjarpranowo Setuju Bapak tetap elegan. Ijin pilih Anies ya pa;1,73E+18;;ganjarpranowo;in;Jakarta, Indonesia;0;0;0;https://twitter.com/arissupriadi/status/1734698274156855374;61180971;arissupriadi
1,73E+18;Tue Dec 12 22:14:29 +0000 2023;0;@Gus_Raharjo @ganjarpranowo Semua yakin pasti akan memilih pemimpin yang pantas;1,73E+18;;Gus_Raharjo;in;;0;0;0;https://twitter.com/annitameca/status/1734698260831547461;1,72E+18;annitameca
1,73E+18;Tue Dec 12 22:14:25 +0000 2023;0;@Muhammad_Saewad @aniesbaswedan @cakimiNOW @prabowo @gibran_tweet @ganjarpranowo @mohmahfudmd Kualitas beda kelaass;1,73E+18;;Muhammad_Saewad;et;;0;0;0;https://twitter.com/wawandudit/status/1734698243941151183;2850074460;wawandudit
1,73E+18;Tue Dec 12 22:14:20 +0000 2023;0;@Indonesia_Pedia @ganjarpranowo Ini lah capres ku menjawab setiap pertanyaan dengan tegas dn cerdas *#GanjarSikatKorupsi* #LanjutGANsemuamurah #LanjutGANsemuakerja;1,73E+18;;Indonesia_Pedia;in;;0;0;0;https://twitter.com/asep123849074/status/1734698224508899652;1,72E+18;asep123849074
1,73E+18;Tue Dec 12 22:14:19 +0000 2023;0;@Gus_Raharjo @ganjarpranowo Bersama Ganjar dan Mahfud harapan semua rakyat Indonesia bisa terwujud;1,73E+18;;Gus_Raharjo;in;Surabaya East Java Indonesia ;0;0;0;https://twitter.com/bumi252/status/1734698220125880751;1,29E+18;bumi252
1,73E+18;Tue Dec 12 22:14:19 +0000 2023;0;@ganjarpranowo @ArsjadRasjid @mohmahfudmd Gak boleh ke skip ni uda dinanti2 ni merchandise kece nya pak ganjar;1,73E+18;;ganjarpranowo;in;;0;0;0;https://twitter.com/melky_andrean/status/1734698219437990039;1,69E+18;melky_andrean
1,73E+18;Tue Dec 12 22:14:14 +0000 2023;0;@ganjarpranowo ini tentang siapa yg akan meneruskan boneka partai kembali;1,73E+18;;ganjarpranowo;in;;0;0;0;https://twitter.com/85Dankers/status/1734698198185492672;1,44E+18;85Dankers
1,73E+18;Tue Dec 12 22:14:12 +0000 2023;0;@ganjarpranowo Pak ganjar panggungnya td malam dikuasai pak anis pak. Perlu lebih gereget lagi pak. Format debat dari KPU ini membuat saling sanggah antar paslon jadi kurang menarik.;1,73E+18;;ganjarpranowo;in;;0;0;0;https://twitter.com/rochmadeko/status/1734698190799348028;284899332;rochmadeko
1,73E+18;Tue Dec 12 22:14:10 +0000 2023;0;@Indonesia_Pedia @ganjarpranowo Pak Ganjar udh paling bener dan semua programnya unggul;1,73E+18;;Indonesia_Pedia;in;Indonesia ;0;0;0;https://twitter.com/rara_iskandar/status/1734698183186583647;1,65E+18;rara_iskandar
1,73E+18;Tue Dec 12 22:11:57 +0000 2023;0;@ganjarpranowo Selalu humble dan merakyat pokoknya the best;1,73E+18;;ganjarpranowo;in;;0;0;0;https://twitter.com/sjengkol303/status/1734697626711572787;1,72E+18;sjengkol303
1,73E+18;Tue Dec 12 22:11:55 +0000 2023;0;@ganjarpranowo @ArsjadRasjid @mohmahfudmd Pak ganjar sangat berkomitmen dalam meningkatkan UMKM beliau selalu bersemangat dalam menjalankan pekerjaan nya....;1,73E+18;;ganjarpranowo;in;;0;0;0;https://twitter.com/YenaUlpi48971/status/1734697617559560558;1,71E+18;YenaUlpi48971
1,73E+18;Tue Dec 12 22:11:53 +0000 2023;0;@ganjarpranowo kepedulian pak ganjar kepada semua emang gaperlu di ragukan lagiii;1,73E+18;;ganjarpranowo;in;wakanda;0;0;0;https://twitter.com/JohnbertB/status/1734697608999022713;1251179509;JohnbertB
1,73E+18;Tue Dec 12 22:11:47 +0000 2023;2;@Hasbil_Lbs @prabowo @ganjarpranowo @aniesbaswedan memguasai dari hongkong capres emosian gitu awok awok awok;1,73E+18;;Hasbil_Lbs;in;;0;0;0;https://twitter.com/indraws5/status/1734697584068034835;1,06E+18;indraws5
1,73E+18;Tue Dec 12 22:11:43 +0000 2023;0;@Muhammad_Saewad @aniesbaswedan @cakimiNOW @prabowo @gibran_tweet @ganjarpranowo @mohmahfudmd Pilihan hanya 1 amin;1,73E+18;;Muhammad_Saewad;in;;0;0;0;https://twitter.com/AbahAgu30323143/status/1734697564484874389;1,50E+18;AbahAgu30323143
1,73E+18;Tue Dec 12 22:11:33 +0000 2023;2;@ZulkifliLubis69 @ZulkiflyAChalik @prabowo @ganjarpranowo @aniesbaswedan Sabar Mas Sabar Mas ini baru Permulaan https://t.co/bm1ssy1M4z;1,73E+18;https://pbs.twimg.com/ext_tw_video_thumb/1734697476224163840/pu/img/vH4TQIPtohuNBnFO.jpg;ZulkifliLubis69;in;Kota Makassar, Sulawesi Selata;0;1;1;https://twitter.com/AbdulRachimmks/status/1734697524051820651;1,64E+18;AbdulRachimmks
1,73E+18;Tue Dec 12 22:11:29 +0000 2023;0;@ganjarpranowo Pak ganjar emang gak Berubah dari dulu humble banget;1,73E+18;;ganjarpranowo;in;;0;0;0;https://twitter.com/Roniasolole/status/1734697505169064400;1,64E+18;Roniasolole
1,73E+18;Tue Dec 12 22:11:21 +0000 2023;0;@blantik_pedhet1 @PDI_Perjuangan @ganjarpranowo Kalau kamu dikhianati pasti kamu akan marah kan ? Misal kamu dikhianati istrimu kamu masak gak marah ? Pengkhianatan jokowi gibran dan keluarga lah awal dr semuanya. Coba berfikir spt itu. Pengkhianat itu ha;1,73E+18;;blantik_pedhet2;in;;0;0;0;https://twitter.com/sulaimanariefst/status/1734697472478585063;162627606;sulaimanariefst
1,73E+18;Tue Dec 12 22:11:20 +0000 2023;0;@ganjarpranowo @ArsjadRasjid @mohmahfudmd Sudah release nich keren2 semua merchandise Ganjar mahfud;1,73E+18;;ganjarpranowo;in;;0;0;0;https://twitter.com/SintaLuwita/status/1734697468301086834;1,70E+18;SintaLuwita
1,73E+18;Tue Dec 12 22:11:11 +0000 2023;0;@ganjarpranowo Pak Ganjar sangat dengan rakyat .. lope lope pak Ganjar ;1,73E+18;;ganjarpranowo;in;;0;0;0;https://twitter.com/Afifah6121/status/1734697433647763561;1,67E+18;Afifah6121
1,73E+18;Tue Dec 12 22:11:05 +0000 2023;0;@ahora_baila @ganjarpranowo Tp kn g d jwb malah muter2 jwbnnya;1,73E+18;;ahora_baila;in;;0;0;0;https://twitter.com/nanag29610053/status/1734697408423252105;1,44E+18;nanag29610053
1,73E+18;Tue Dec 12 22:10:47 +0000 2023;0;@ganjarpranowo @ArsjadRasjid @mohmahfudmd Keren ni produk anak bangsa dipakai buat jd merchandise ganjar mahfud plus bgt ni dukung terus UMKM lokal ni;1,73E+18;;ganjarpranowo;in;;0;0;0;https://twitter.com/Tiarahmani1/status/1734697332233670827;1,62E+18;Tiarahmani1
1,73E+18;Tue Dec 12 22:10:34 +0000 2023;0;@Gus_Raharjo @ganjarpranowo Ketegasan pak Ganjar dalam memberantas korupsi harus didukung;1,73E+18;;Gus_Raharjo;in;;0;0;0;https://twitter.com/VelasquezB88057/status/1734697275807731776;1,70E+18;VelasquezB88057
1,73E+18;Tue Dec 12 22:10:21 +0000 2023;0;@NoviBudi78 @aniesbaswedan @ganjarpranowo @prabowo Cawapres survey.;1,73E+18;;NoviBudi78;in;ÜT: -6.309533,107.3104098;0;0;0;https://twitter.com/fillyherry/status/1734697220430241938;173667268;fillyherry
1,73E+18;Tue Dec 12 22:10:16 +0000 2023;0;@ganjarpranowo Senangnya lihat Pak Ganjar bisa bertemu secara langsung dengan warga dan tentunya anak-anak yang berangkat sekolah di pagi hari;1,73E+18;;ganjarpranowo;in;;0;0;0;https://twitter.com/Justin423129913/status/1734697200817754311;1,71E+18;Justin423129913
1,73E+18;Tue Dec 12 22:10:13 +0000 2023;0;@ganjarpranowo @ArsjadRasjid @mohmahfudmd Ini bakal meningkatkan UMKM keren banget pasangan nomor 3 ini bisa menjadi contoh generasi milenial ;1,73E+18;;ganjarpranowo;in;;0;0;0;https://twitter.com/Lanang1093865/status/1734697186989097034;1,72E+18;Lanang1093865
1,73E+18;Tue Dec 12 22:10:07 +0000 2023;4;@Hasbil_Lbs @prabowo @ganjarpranowo @aniesbaswedan Jangan lupa pagi ini minum asam sulfat gratis ya.. supaya jadi generasi emas...awokwokwok;1,73E+18;;Hasbil_Lbs;in;;0;0;0;https://twitter.com/rosli4472/status/1734697162389483724;1,51E+18;rosli4472
1,73E+18;Tue Dec 12 22:10:04 +0000 2023;0;@ganjarpranowo Senyum tulus pak ganjar untuk warga jakarta...;1,73E+18;;ganjarpranowo;in;;0;0;0;https://twitter.com/Mr_Regall/status/1734697149496234017;1,57E+18;Mr_Regall
1,73E+18;Tue Dec 12 22:09:55 +0000 2023;0;@ganjarpranowo Doa dan harapan seluruh rakyat Indonesia akan terpilih nya Ganjar Mahfud menjadi Pemimpin yang terbaik dan amanah bagi seluruh rakyat Indonesia.;1,73E+18;;ganjarpranowo;in;;0;0;0;https://twitter.com/manukarir21010/status/1734697112129163577;1,71E+18;manukarir21010
1,73E+18;Tue Dec 12 22:09:53 +0000 2023;0;@NoviBudi78 @aniesbaswedan @ganjarpranowo @prabowo Menang AMIN;1,73E+18;;NoviBudi78;in;;0;0;0;https://twitter.com/MakrufMu/status/1734697106047430945;1,40E+18;MakrufMu
1,73E+18;Tue Dec 12 22:09:43 +0000 2023;7;@Yulia_NS79 @ganjarpranowo @mohmahfudmd Gak punya beban masa lalu tapi punya masalah Wadas gunung kendeng dan E KTP.;1,73E+18;;Yulia_NS79;in;Jakarta Barat, DKI Jakarta;0;1;0;https://twitter.com/biyan_subiyanto/status/1734697061801746570;9,83E+17;biyan_subiyanto
1,73E+18;Tue Dec 12 22:09:39 +0000 2023;0;@Hasbil_Lbs @prabowo @ganjarpranowo @aniesbaswedan Kalu yg paling ikhlas..gak ada namanya trus trusan maju..namanya maksa;1,73E+18;;Hasbil_Lbs;in;;0;0;0;https://twitter.com/wrongheart900/status/1734697044819013907;1,68E+18;wrongheart900
1,73E+18;Tue Dec 12 22:09:35 +0000 2023;0;@ganjarpranowo Semoga pak Ganjar selalu sehat..tetap rendah hati..jgn korupsi...Semangat utk Imdonesia lebih baik...;1,73E+18;;ganjarpranowo;in;;0;0;0;https://twitter.com/Petruk835691/status/1734697029669179577;1,71E+18;Petruk835691
1,73E+18;Tue Dec 12 22:09:34 +0000 2023;11;@NoviBudi78 @aniesbaswedan @ganjarpranowo @prabowo Maksa;1,73E+18;;NoviBudi78;in;Klaten, Jawa Tengah;0;0;0;https://twitter.com/SemutMerah2024/status/1734697023205724325;1,54E+18;SemutMerah2024
1,73E+18;Tue Dec 12 22:09:19 +0000 2023;0;@cembok260383 @ganjarpranowo Mereka dibayar memang untuk itu;1,73E+18;;cembok260383;in;Kotabumi Lampung;0;0;0;https://twitter.com/wardi_amri/status/1734696962484801883;456349709;wardi_amri
1,73E+18;Tue Dec 12 22:09:18 +0000 2023;0;@NoviBudi78 @aniesbaswedan @ganjarpranowo @prabowo Hahahahah . Typical PSI banget. Pdhal jelas siapa yg tegang dan emosi. Open mind pls ;1,73E+18;;NoviBudi78;in;;0;0;0;https://twitter.com/ADahlius/status/1734696959628455985;3680148493;ADahlius
1,73E+18;Tue Dec 12 22:09:16 +0000 2023;0;@ganjarpranowo Suka banget dengan keramahan pak ganjar tetep semangat ya pak;1,73E+18;;ganjarpranowo;in;;0;0;0;https://twitter.com/Akyusyantik_/status/1734696950644306076;1,68E+18;Akyusyantik_
1,73E+18;Tue Dec 12 22:09:15 +0000 2023;0;@ganjarpranowo Sehat selalu pak;1,73E+18;;ganjarpranowo;in;jakarta;0;0;0;https://twitter.com/suchiQoe/status/1734696944013025584;268330575;suchiQoe
1,73E+18;Tue Dec 12 22:09:11 +0000 2023;0;@ganjarpranowo Senangnya lihat Pak Ganjar bisa bertemu secara langsung dengan warga dan tentunya anak-anak yang berangkat sekolah di pagi hari;1,73E+18;;ganjarpranowo;in;;0;0;0;https://twitter.com/Belinda47298813/status/1734696928741634224;1,71E+18;Belinda47298813
1,73E+18;Tue Dec 12 22:07:16 +0000 2023;0;@ganjarpranowo @ArsjadRasjid @mohmahfudmd Bangga sekali saya sama pa Ganjar dan juga produk nya g klah bagus sama produk luar;1,73E+18;;ganjarpranowo;in;;0;0;0;https://twitter.com/syfaaa53572/status/1734696445457174716;1,71E+18;syfaaa53572
1,73E+18;Tue Dec 12 22:07:09 +0000 2023;0;Capres nomor urut 3 Ganjar Pranowo mengaku ketika berkampanye di NTT ditanya warga lokal soal tidak meratanya akses internet di daerah tersebut. Simak faktanya berikut. #CekFaktaIDNTimes #CekFaktaDebatCapres2024 #GenZMemilih #IDNTimesNews https://t.co/bS6jxTJ093 https://t.co/NGMQCKUoOC;1,73E+18;https://pbs.twimg.com/media/GBLhMsgbAAAeIqf.jpg;;in;;0;0;0;https://twitter.com/IDNTimes/status/1734696417032085708;388190238;IDNTimes
1,73E+18;Tue Dec 12 22:07:03 +0000 2023;0;@Gus_Raharjo @ganjarpranowo Pak ganjar yang selalu siao melayani dan kesederhanaan membuat masyarakat mendukung beliau;1,73E+18;;Gus_Raharjo;in;;0;0;0;https://twitter.com/Tiarahmani1/status/1734696391602299309;1,62E+18;Tiarahmani1
1,73E+18;Tue Dec 12 22:06:28 +0000 2023;0;@NoviBudi78 @aniesbaswedan @ganjarpranowo @prabowo Santuy kok emosi Wakakaka;1,73E+18;;NoviBudi78;in;Surakarta, Jawa Tengah;0;0;0;https://twitter.com/dukiessa/status/1734696244751290492;1691187648;dukiessa
1,73E+18;Tue Dec 12 22:06:28 +0000 2023;0;@Gus_Raharjo Yang takut pasti memiliki sejarah yang kelam. Ganjar Pranowo tidak punya masa lalu kelam yang harus ditutupi;1,73E+18;;Gus_Raharjo;in;;0;0;0;https://twitter.com/Petruk835691/status/1734696243807604823;1,71E+18;Petruk835691
1,73E+18;Tue Dec 12 22:06:27 +0000 2023;8;@Muhammad_Saewad @aniesbaswedan @cakimiNOW @prabowo @gibran_tweet @ganjarpranowo @mohmahfudmd Saya suka keramahan dan murah senyum nya pak Anies dari awal sampai akhir senyuman nya bertahan;1,73E+18;;Muhammad_Saewad;in;Bekasi, Jawa Barat;0;0;0;https://twitter.com/Insyaff2/status/1734696240473063516;8,73E+17;Insyaff2
1,73E+18;Tue Dec 12 22:06:21 +0000 2023;36;GANJAR TEGAS LAWAN KORUPTOR TIDAK ABU-ABU Dalam debat pertama KPU (12/12/2023) Ganjar Pranowo menyampaikan pengalamannya menyikat koruptor. Dia juga memaparkan sanksi yang tepat agar koruptor jera dan menjadi pembelajaran bagi rakyat serta pejabat di Indonesia. https://t.co/b0a2WcPHgJ;1,73E+18;https://pbs.twimg.com/ext_tw_video_thumb/1734696035568828417/pu/img/rbGnK6fUWFrpbYat.jpg;;in;;0;5;13;https://twitter.com/aan_muba/status/1734696215445647424;1,23E+18;aan_muba
1,73E+18;Tue Dec 12 22:06:15 +0000 2023;0;@ganjarpranowo Baju pak @mohmahfudmd memang ga diukur dulu ya? Koq kebesaran gitu;1,73E+18;;ganjarpranowo;in;Kotabumi Lampung;0;0;0;https://twitter.com/wardi_amri/status/1734696190208544829;456349709;wardi_amri
1,73E+18;Tue Dec 12 22:06:15 +0000 2023;0;@NoviBudi78 @aniesbaswedan @ganjarpranowo @prabowo Wis bayaran?;1,73E+18;;NoviBudi78;in;;0;0;0;https://twitter.com/isaac_maulana/status/1734696188300165401;8,41E+17;isaac_maulana
1,73E+18;Tue Dec 12 22:06:11 +0000 2023;0;@Indonesia_Pedia @ganjarpranowo #GanjarSikatKoru kira kira Prabowo tanyakan egk ya Soal Wadas... Biar rakyat tau tu ...KL Wadas Ganjar Pranowo yg sudah menyelesaikan #LanjutGANsemuakerja #LanjutGANsemuamurah;1,73E+18;;Indonesia_Pedia;in;;0;0;0;https://twitter.com/PratamaJul9960/status/1734696172395118794;1,72E+18;PratamaJul9960
1,73E+18;Tue Dec 12 22:06:10 +0000 2023;0;@ganjarpranowo Keren mas Ganjar. Tuhan memberkati.;1,73E+18;;ganjarpranowo;in;Ankara, Türkiye;0;0;0;https://twitter.com/siwiwidi/status/1734696170788884751;69821833;siwiwidi
1,73E+18;Tue Dec 12 22:06:07 +0000 2023;57;@NoviBudi78 @aniesbaswedan @ganjarpranowo @prabowo Kayaknya di video dr awal sampe ahir prbowo yg tegang Trus keluar foto kayak di atas Ini pembohongan namanya Emangnya kita bodoh Ga nonton;1,73E+18;;NoviBudi78;in;;0;2;3;https://twitter.com/blackangler3/status/1734696156704518595;1,24E+18;blackangler3
1,73E+18;Tue Dec 12 22:05:54 +0000 2023;1;@Metro_TV @aniesbaswedan strategi pertobatan pasca menang jalur politik identitas @prabowo @ganjarpranowo @cakimiNOW @gibran_tweet @mohmahfudmd @btp_basuki @sandiuno @RosanRoeslani @ArsjadRasjid @TamaSLangkun @senobagaskoro1;1,73E+18;;Metro_TV;in;NKRI;0;0;0;https://twitter.com/Judakusumah1/status/1734696100538528128;1,60E+18;Judakusumah1
1,73E+18;Tue Dec 12 22:05:43 +0000 2023;0;@NoviBudi78 @aniesbaswedan @ganjarpranowo @prabowo Padahal no 1 dan 3 paling adem dalam debat. Justru no 2 kepanasan setiap dibuka catatan hitamnya. Dan no 1 cuma nanya perasaan soal putusan MK eh langsung baper. Ulti no 1 malah kena ulti balek jd epic co;1,73E+18;;NoviBudi78;in;;0;0;0;https://twitter.com/BintangWijat/status/1734696057974726709;1,16E+18;BintangWijat
1,73E+18;Tue Dec 12 22:03:13 +0000 2023;0;@ganjarpranowo @ArsjadRasjid @mohmahfudmd Pak Ganjar selalu melakukan hal yang positif dan selalu menolong UMKM;1,73E+18;;ganjarpranowo;in;;0;0;0;https://twitter.com/xyy88969/status/1734695428531376527;1,71E+18;xyy88969
1,73E+18;Tue Dec 12 22:02:59 +0000 2023;0;@ganjarpranowo Dengan hari baru datang kekuatan baru dan pemikiran baru bersama orang orang baru..;1,73E+18;;ganjarpranowo;in;Kota Surabaya, Jawa Timur;0;0;0;https://twitter.com/Tugimin26041837/status/1734695369148338281;1,70E+18;Tugimin26041837
1,73E+18;Tue Dec 12 22:02:59 +0000 2023;0;@__AnakKolong pak @ganjarpranowo memang jago debat tapi bujernya jago hujat....;1,73E+18;;__AnakKolong;in;;0;0;0;https://twitter.com/wagiman2024/status/1734695368603074808;1,73E+18;wagiman2024
1,73E+18;Tue Dec 12 22:02:43 +0000 2023;1;@zoelfick @TaufikDamas @ganjarpranowo Kueren banget. Tapi sayang dia hanya koreo semua tergantung pada restu ibu ujar bambang pacul suatu ketika.;1,73E+18;;zoelfick;in;;0;0;0;https://twitter.com/ArifNuriz/status/1734695301162950928;3233927359;ArifNuriz
1,73E+18;Tue Dec 12 22:02:26 +0000 2023;1;@Neerwan01 @republikaonline @aniesbaswedan @ganjarpranowo Iya anjir padahal jadi seru tuh kalok ketiganya saling serang eh si ganjar malah nyari aman doang semoga next bakal saling serang ;1,73E+18;;Neerwan01;in;;0;0;0;https://twitter.com/calldarwin619/status/1734695228077130168;1,55E+18;calldarwin619
1,73E+18;Tue Dec 12 22:02:00 +0000 2023;3;Ganjar Klaim Kerugian Negara akibat Korupsi Setara Bangun 27.000 Puskesmas #LanjutGAN #LanjutGANsemuakerja #LanjutGANsemuamurah #GanjarSikatKorupsi #GanjarMahfud #GanjarPranowo #GerakCepat #MahfudMD #IndonesiaUnggul #IndonesiaLebihBaik #DebatCapres https://t.co/2Q45GZFxKT;1,73E+18;;;in;DKI Jakarta, Indonesia;0;1;0;https://twitter.com/TPNGanjarMahfud/status/1734695119964745981;39074801;TPNGanjarMahfud
1,73E+18;Tue Dec 12 22:01:59 +0000 2023;0;@M45Broo Budiman ? He's a joke Capres No 3 Ganjar Pranowo #DebatCapres;1,73E+18;;M45Broo_;in;;0;0;0;https://twitter.com/ferystwit/status/1734695116693188716;1,54E+18;ferystwit
1,73E+18;Tue Dec 12 22:01:53 +0000 2023;0;@ganjarpranowo Adem hati kalo pagi2 uda di sapa ma calon pemimpin bangsa ini dech;1,73E+18;;ganjarpranowo;in;;0;0;0;https://twitter.com/edwardputra133/status/1734695091380555935;1,67E+18;edwardputra133
1,73E+18;Tue Dec 12 22:01:26 +0000 2023;0;@ganjarpranowo @ArsjadRasjid @mohmahfudmd Sangat keren dan luar biasa untuk kemajuan dan perkembangan kedepannya;1,73E+18;;ganjarpranowo;in;;0;0;0;https://twitter.com/Aldi02605044514/status/1734694979841446226;1,71E+18;Aldi02605044514
1,73E+18;Tue Dec 12 22:00:45 +0000 2023;0;@Yulia_NS79 @ganjarpranowo Karena keluarga adalah anugerah;1,73E+18;;Yulia_NS79;in;;0;0;0;https://twitter.com/Janawan12/status/1734694804569874754;1,35E+18;Janawan12
1,73E+18;Tue Dec 12 22:00:20 +0000 2023;0;@ganjarpranowo Senang nya liat pagi2 sambutan hangat dan sapaan pak ganjar buat warga jakarta;1,73E+18;;ganjarpranowo;in;;0;0;0;https://twitter.com/Tiarahmani1/status/1734694699640995956;1,62E+18;Tiarahmani1
1,73E+18;Tue Dec 12 22:00:17 +0000 2023;0;@Yulia_NS79 @ganjarpranowo @mohmahfudmd e ktp gmn bu;1,73E+18;;Yulia_NS79;in;;0;0;0;https://twitter.com/sada11567019/status/1734694689604063654;1,38E+18;sada11567019
1,73E+18;Tue Dec 12 22:00:01 +0000 2023;1;@4aSunlight @ganjarpranowo gk usah bawa2 agama bro utk hal seperti ini;1,73E+18;;4aSunlight;in;Tandun, Indonesia;0;0;0;https://twitter.com/MrJo_Siburian02/status/1734694620179861950;1,24E+18;MrJo_Siburian02
1,73E+18;Tue Dec 12 21:59:52 +0000 2023;0;@endonesiatwit @Yulia_NS79 @ganjarpranowo Setuju;1,73E+18;;endonesiatwit;in;;0;0;0;https://twitter.com/Janawan12/status/1734694585576968241;1,35E+18;Janawan12
1,73E+18;Tue Dec 12 21:59:36 +0000 2023;0;@Dennysiregar7 @aniesbaswedan Pendukung @ganjarpranowo harus terimakasih sama Anies. Mereka saling buka aib no 3 yg dapat berkahnya .;1,73E+18;;Dennysiregar7;in;;0;0;0;https://twitter.com/DuduAku16/status/1734694514865172912;1,63E+18;DuduAku16
1,73E+18;Tue Dec 12 21:59:10 +0000 2023;0;@4aSunlight @ganjarpranowo oalah....oon jadi maksudmu Gus Dur bukan Presiden RI?;1,73E+18;;4aSunlight;in;Tandun, Indonesia;0;0;0;https://twitter.com/MrJo_Siburian02/status/1734694406324969600;1,24E+18;MrJo_Siburian02
1,73E+18;Tue Dec 12 21:59:03 +0000 2023;3;@elsaday__ Big Data kata kunci utk menyelesaikan permasalahan di jaman digital. Capres No 3 menguasai betul. Maju tak gentar Pak Ganjar Pranowo #DebatCapres;1,73E+18;;elsaday__;in;;0;0;1;https://twitter.com/ferystwit/status/1734694376377635292;1,54E+18;ferystwit
